Transaction_ID,Date,Customer_ID,Customer_Name,Email,Phone_Number,Address,City,Country,Credit_Card,Category,Amount,Payment_Method
TXN-10297,2025-11-13,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Fashion,943.23,Bank Transfer
TXN-10298,2025-01-02,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Fashion,709.54,Debit Card
TXN-10299,2025-09-13,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Electronics,1155.52,PayPal
TXN-10300,2025-10-09,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Electronics,511.79,Credit Card
TXN-10301,2025-12-01,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Home & Garden,742.49,PayPal
TXN-10302,2025-04-26,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Toys & Games,221.63,Debit Card
TXN-10303,2025-01-09,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Books,760.14,Debit Card
TXN-10304,2025-08-05,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Fashion,616.15,Bank Transfer
TXN-10305,2025-05-17,CUST-4186,Jane Davis,jane.davis70@company.net,555-379-6884,127 Broadway,Chicago,USA,4772-8175-8363-9031,Electronics,1396.36,Debit Card
TXN-10306,2025-09-16,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Toys & Games,1226.71,PayPal
TXN-10307,2025-02-28,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Home & Garden,454.41,PayPal
TXN-10308,2025-11-08,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Books,681.36,Debit Card
TXN-10309,2025-03-12,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Electronics,1454.13,Debit Card
TXN-10310,2025-02-22,CUST-3516,Robert Garcia,robert.garcia68@gmail.com,555-714-6645,332 Pine St,Los Angeles,USA,4309-5576-6667-5309,Electronics,1455.03,PayPal
TXN-10311,2025-01-21,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Home & Garden,688.85,Bank Transfer
TXN-10312,2025-03-12,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Automotive,221.43,Bank Transfer
TXN-10313,2025-07-04,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Books,1402.86,Debit Card
TXN-10314,2025-01-25,CUST-3176,Emily Smith,emily.smith48@gmail.com,555-959-3346,632 Oak Ln,Chicago,USA,4355-9350-8818-1254,Toys & Games,1080.49,Credit Card
TXN-10315,2025-08-14,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Sports,292.77,PayPal
TXN-10316,2025-01-11,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Automotive,398.57,PayPal
TXN-10317,2025-11-15,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Electronics,47.27,Bank Transfer
TXN-10318,2025-12-31,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Automotive,749.36,Credit Card
TXN-10319,2025-10-23,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Toys & Games,1280.74,PayPal
TXN-10320,2025-04-10,CUST-3176,Emily Smith,emily.smith48@gmail.com,555-959-3346,632 Oak Ln,Chicago,USA,4355-9350-8818-1254,Home & Garden,1255.42,PayPal
TXN-10321,2025-06-25,CUST-8086,Sarah Williams,sarah.williams26@hotmail.com,555-473-5644,82 Broadway,New York,USA,4709-8390-6661-7160,Toys & Games,1160.96,Debit Card
TXN-10322,2025-07-23,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Electronics,668.33,Debit Card
TXN-10323,2025-12-13,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Electronics,543.53,Credit Card
TXN-10324,2025-12-02,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Electronics,1120.75,PayPal
TXN-10325,2025-10-28,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Sports,367.67,Bank Transfer
TXN-10326,2025-01-20,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Toys & Games,1302.46,Bank Transfer
TXN-10327,2025-05-06,CUST-3877,Sarah Miller,sarah.miller39@gmail.com,555-861-2558,665 Pine St,Houston,USA,4760-3922-4140-5688,Sports,526.09,Credit Card
TXN-10328,2025-04-01,CUST-8086,Sarah Williams,sarah.williams26@hotmail.com,555-473-5644,82 Broadway,New York,USA,4709-8390-6661-7160,Automotive,42.21,Bank Transfer
TXN-10329,2025-03-09,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Books,1032.42,PayPal
TXN-10330,2025-05-07,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Books,417.19,PayPal
TXN-10331,2025-09-18,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Books,62.1,PayPal
TXN-10332,2025-07-01,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Fashion,382.57,Debit Card
TXN-10333,2025-02-05,CUST-3877,Sarah Miller,sarah.miller39@gmail.com,555-861-2558,665 Pine St,Houston,USA,4760-3922-4140-5688,Books,392.23,PayPal
TXN-10334,2025-11-07,CUST-5820,Sarah Davis,sarah.davis94@company.net,555-780-2894,885 Broadway,New York,USA,4780-2146-7646-8437,Automotive,789.59,PayPal
TXN-10335,2025-11-20,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Fashion,682.03,Bank Transfer
TXN-10336,2025-02-06,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Books,727.21,PayPal
TXN-10337,2025-11-19,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Books,494.74,Bank Transfer
TXN-10338,2025-02-14,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Toys & Games,415.84,Debit Card
TXN-10339,2025-11-28,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Automotive,312.87,Credit Card
TXN-10340,2025-09-04,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Home & Garden,1209.9,PayPal
TXN-10341,2025-04-10,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Electronics,419.13,Bank Transfer
TXN-10342,2025-05-11,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Home & Garden,1053.08,Credit Card
TXN-10343,2025-08-15,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Books,1336.15,Credit Card
TXN-10344,2025-06-29,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Books,1227.02,Bank Transfer
TXN-10345,2025-01-04,CUST-1827,Daniel Johnson,daniel.johnson85@hotmail.com,555-880-2207,856 Pine St,Chicago,USA,4034-2629-1582-6476,Books,654.35,PayPal
TXN-10346,2025-05-20,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Fashion,125.5,Debit Card
TXN-10347,2025-11-12,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Toys & Games,46.19,Bank Transfer
TXN-10348,2025-06-17,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Automotive,1153.35,Bank Transfer
TXN-10349,2025-07-03,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Home & Garden,72.79,PayPal
TXN-10350,2025-08-17,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Electronics,18.27,Bank Transfer
TXN-10351,2025-08-04,CUST-3877,Sarah Miller,sarah.miller39@gmail.com,555-861-2558,665 Pine St,Houston,USA,4760-3922-4140-5688,Fashion,1370.17,PayPal
TXN-10352,2025-06-02,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Electronics,193.81,Credit Card
TXN-10353,2025-02-11,CUST-8565,Laura Martinez,laura.martinez27@gmail.com,555-778-1882,60 Oak Ln,Houston,USA,4304-8076-8745-8044,Automotive,523.3,Bank Transfer
TXN-10354,2025-11-20,CUST-4186,Jane Davis,jane.davis70@company.net,555-379-6884,127 Broadway,Chicago,USA,4772-8175-8363-9031,Sports,1073.48,Debit Card
TXN-10355,2025-05-31,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Automotive,440.12,Bank Transfer
TXN-10356,2025-04-18,CUST-1743,Daniel Smith,daniel.smith89@yahoo.com,555-322-9664,568 Park Ave,Phoenix,USA,4522-3619-6527-2579,Toys & Games,775.48,PayPal
TXN-10357,2025-04-22,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Sports,1360.29,Credit Card
TXN-10358,2025-08-11,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Toys & Games,643.78,Credit Card
TXN-10359,2025-03-15,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Home & Garden,113.77,Credit Card
TXN-10360,2025-01-11,CUST-8086,Sarah Williams,sarah.williams26@hotmail.com,555-473-5644,82 Broadway,New York,USA,4709-8390-6661-7160,Toys & Games,895.49,Credit Card
TXN-10361,2025-10-14,CUST-8086,Sarah Williams,sarah.williams26@hotmail.com,555-473-5644,82 Broadway,New York,USA,4709-8390-6661-7160,Home & Garden,634.46,Credit Card
TXN-10362,2025-10-05,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Fashion,388.62,Credit Card
TXN-10363,2025-11-21,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Automotive,1130.81,Credit Card
TXN-10364,2025-10-18,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Electronics,928.62,Debit Card
TXN-10365,2025-02-18,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Fashion,639.15,Credit Card
TXN-10366,2025-12-12,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Books,977.75,PayPal
TXN-10367,2025-09-13,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Books,573.22,Credit Card
TXN-10368,2025-08-12,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Books,1002.46,Bank Transfer
TXN-10369,2025-02-04,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Sports,1113.54,PayPal
TXN-10370,2025-11-03,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Electronics,829.09,Debit Card
TXN-10371,2025-05-20,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Automotive,316.28,Bank Transfer
TXN-10372,2025-11-04,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Home & Garden,343.01,Credit Card
TXN-10373,2025-10-01,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Home & Garden,1447.43,Debit Card
TXN-10374,2025-12-07,CUST-3516,Robert Garcia,robert.garcia68@gmail.com,555-714-6645,332 Pine St,Los Angeles,USA,4309-5576-6667-5309,Automotive,93.88,Debit Card
TXN-10375,2025-06-11,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Toys & Games,487.06,PayPal
TXN-10376,2025-03-09,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Fashion,929.46,Debit Card
TXN-10377,2025-04-04,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Books,433.11,Debit Card
TXN-10378,2025-12-10,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Electronics,16.51,Bank Transfer
TXN-10379,2025-07-31,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Books,126.74,Bank Transfer
TXN-10380,2025-04-22,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Fashion,681.46,Credit Card
TXN-10381,2025-12-26,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Home & Garden,1178.37,PayPal
TXN-10382,2025-10-13,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Books,935.75,PayPal
TXN-10383,2025-07-20,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Sports,1188.89,Bank Transfer
TXN-10384,2025-03-22,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Electronics,376.19,PayPal
TXN-10385,2025-05-16,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Sports,1480.3,Debit Card
TXN-10386,2025-09-04,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Books,1107.43,Debit Card
TXN-10387,2025-08-20,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Fashion,1049.33,Credit Card
TXN-10388,2025-10-14,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Books,1059.57,Debit Card
TXN-10389,2025-05-29,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Electronics,1160.03,Bank Transfer
TXN-10390,2025-10-27,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Automotive,1198.67,Bank Transfer
TXN-10391,2025-12-07,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Home & Garden,661.63,Debit Card
TXN-10392,2025-08-15,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Home & Garden,730.04,Credit Card
TXN-10393,2025-11-14,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Automotive,110.09,Debit Card
TXN-10394,2025-01-29,CUST-6153,Laura Williams,laura.williams41@gmail.com,555-415-7384,863 Pine St,New York,USA,4288-2403-3086-9508,Fashion,458.14,Credit Card
TXN-10395,2025-08-28,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Home & Garden,887.65,PayPal
TXN-10396,2025-10-20,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Home & Garden,1379.81,Bank Transfer
TXN-10397,2025-02-28,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Home & Garden,612.99,Debit Card
TXN-10398,2025-04-07,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Home & Garden,1410.66,PayPal
TXN-10399,2025-07-12,CUST-5820,Sarah Davis,sarah.davis94@company.net,555-780-2894,885 Broadway,New York,USA,4780-2146-7646-8437,Home & Garden,1237.77,Credit Card
TXN-10400,2025-12-23,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Toys & Games,336.55,PayPal
TXN-10401,2025-02-14,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Automotive,1191.64,Debit Card
TXN-10402,2025-10-21,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Toys & Games,285.69,PayPal
TXN-10403,2025-06-07,CUST-9765,Jane Rodriguez,jane.rodriguez40@yahoo.com,555-857-8064,187 Main St,Phoenix,USA,4122-9372-8129-5747,Sports,171.3,PayPal
TXN-10404,2025-09-28,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Fashion,245.96,PayPal
TXN-10405,2025-01-13,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Books,1255.18,PayPal
TXN-10406,2025-06-29,CUST-9374,Michael Brown,michael.brown42@yahoo.com,555-489-5237,810 Park Ave,Phoenix,USA,4487-4633-2446-8343,Books,353.57,PayPal
TXN-10407,2025-07-24,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Automotive,445.64,PayPal
TXN-10408,2025-10-26,CUST-7905,David Rodriguez,david.rodriguez59@hotmail.com,555-604-5400,786 Oak Ln,Los Angeles,USA,4518-4993-6085-5075,Books,100.56,Credit Card
TXN-10409,2025-08-11,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Toys & Games,919.42,Credit Card
TXN-10410,2025-07-03,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Automotive,1412.33,Bank Transfer
TXN-10411,2025-03-14,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Home & Garden,800.72,Credit Card
TXN-10412,2025-02-24,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Electronics,932.17,Debit Card
TXN-10413,2025-11-03,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Automotive,370.32,PayPal
TXN-10414,2025-04-21,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Toys & Games,722.73,Debit Card
TXN-10415,2025-07-27,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Fashion,675.05,PayPal
TXN-10416,2025-09-10,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Automotive,438.77,Bank Transfer
TXN-10417,2025-11-16,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Sports,951.01,Debit Card
TXN-10418,2025-06-17,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Fashion,861.58,Debit Card
TXN-10419,2025-03-22,CUST-4590,Robert Williams,robert.williams55@company.net,555-898-5209,989 Cedar Dr,New York,USA,4137-5338-4402-7571,Sports,256.03,PayPal
TXN-10420,2025-11-16,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Fashion,465.52,PayPal
TXN-10421,2025-08-24,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Books,509.75,Credit Card
TXN-10422,2025-09-30,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Toys & Games,189.17,PayPal
TXN-10423,2025-06-19,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Sports,496.48,Bank Transfer
TXN-10424,2025-06-21,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Sports,1338.99,Credit Card
TXN-10425,2025-08-18,CUST-3516,Robert Garcia,robert.garcia68@gmail.com,555-714-6645,332 Pine St,Los Angeles,USA,4309-5576-6667-5309,Electronics,441.49,Credit Card
TXN-10426,2025-09-02,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Electronics,995.12,Debit Card
TXN-10427,2025-03-22,CUST-3516,Robert Garcia,robert.garcia68@gmail.com,555-714-6645,332 Pine St,Los Angeles,USA,4309-5576-6667-5309,Home & Garden,130.06,Credit Card
TXN-10428,2025-12-27,CUST-8521,Laura Brown,laura.brown49@yahoo.com,555-138-2498,64 Oak Ln,New York,USA,4607-4650-7562-2638,Electronics,624.24,Debit Card
TXN-10429,2025-10-19,CUST-5857,Linda Johnson,linda.johnson10@hotmail.com,555-850-3694,90 Broadway,Chicago,USA,4518-2107-7973-7741,Automotive,838.43,Credit Card
TXN-10430,2025-08-22,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Home & Garden,1353.61,Bank Transfer
TXN-10431,2025-04-11,CUST-4918,Laura Johnson,laura.johnson50@yahoo.com,555-835-1313,322 Oak Ln,New York,USA,4143-9439-8179-7834,Books,385.4,Credit Card
TXN-10432,2025-10-11,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Toys & Games,572.2,Credit Card
TXN-10433,2025-04-20,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Electronics,1201.84,PayPal
TXN-10434,2025-06-25,CUST-2787,Robert Miller,robert.miller28@yahoo.com,555-822-2404,791 Oak Ln,Los Angeles,USA,4634-4451-7014-4935,Books,559.82,Credit Card
TXN-10435,2025-02-04,CUST-7262,David Brown,david.brown17@company.net,555-127-2169,344 Broadway,Chicago,USA,4241-2445-6845-2022,Electronics,124.84,Bank Transfer
TXN-10436,2025-07-21,CUST-1743,Daniel Smith,daniel.smith89@yahoo.com,555-322-9664,568 Park Ave,Phoenix,USA,4522-3619-6527-2579,Toys & Games,524.35,Debit Card
TXN-10437,2025-12-14,CUST-7876,John Williams,john.williams64@yahoo.com,555-391-8231,15 Cedar Dr,Chicago,USA,4245-6101-3294-7226,Electronics,1286.48,Bank Transfer
TXN-10438,2025-05-15,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Toys & Games,889.99,PayPal
TXN-10439,2025-08-10,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Books,709.3,Bank Transfer
TXN-10440,2025-05-07,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Electronics,492.37,PayPal
TXN-10441,2025-09-13,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Home & Garden,935.66,Bank Transfer
TXN-10442,2025-06-01,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Books,244.01,Debit Card
TXN-10443,2025-09-28,CUST-2004,Sarah Martinez,sarah.martinez81@hotmail.com,555-353-4570,642 Broadway,Chicago,USA,4942-3108-1414-6373,Toys & Games,1450.81,Credit Card
TXN-10444,2025-04-12,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Toys & Games,606.59,Bank Transfer
TXN-10445,2025-10-10,CUST-1879,Robert Smith,robert.smith55@gmail.com,555-377-8972,544 Cedar Dr,Houston,USA,4853-3074-8367-7590,Home & Garden,1427.21,PayPal
TXN-10446,2025-03-12,CUST-9082,Jane Martinez,jane.martinez47@yahoo.com,555-761-9486,656 Park Ave,Houston,USA,4441-8887-9628-7385,Sports,1089.85,Debit Card
